entity1,entity2,pertinence,dot,relation
2,1,896,1,0
2,1,496,1,0
1,1,1085,1,0
5,5,481,1,0
5,3,970,1,0
5,3,337,1,0
5,3,794,0,0
5,3,694,1,0
3,3,1183,1,1
2,6,940,1,0
2,11,1492,1,0
2,2,317,0,0
2,5,700,1,0
2,6,1069,1,0
2,4,806,1,0
2,2,1384,1,0
2,6,972,1,0
2,2,989,1,0
2,4,631,1,0
2,6,1508,1,0
2,4,1508,1,0
2,1,1275,1,0
2,1,1324,1,0
6,11,1099,1,0
6,2,930,1,0
6,5,307,0,0
6,6,676,1,0
6,4,413,1,0
6,2,991,1,0
6,6,579,0,0
6,2,596,1,0
6,4,550,0,0
6,6,1115,1,0
6,4,1115,1,0
6,1,882,1,0
6,1,931,1,0
11,2,1482,1,0
11,5,1097,1,0
11,6,971,1,0
11,4,960,0,0
11,2,596,0,0
11,6,1070,1,0
11,2,984,1,0
11,4,1102,1,0
11,6,531,0,0
11,4,534,0,0
11,1,698,0,0
11,1,347,0,0
2,5,690,1,0
2,6,1059,1,0
2,4,796,1,0
2,2,1374,1,0
2,6,962,1,0
2,2,979,1,0
2,4,621,1,0
2,6,1498,1,0
2,4,1498,1,0
2,1,1265,1,0
2,1,1314,1,0
5,6,674,1,0
5,4,411,1,0
5,2,989,1,0
5,6,577,0,0
5,2,594,1,0
5,4,310,0,1
5,6,1113,1,0
5,4,1113,1,0
5,1,880,1,0
5,1,929,1,0
6,4,285,1,1
6,2,863,1,0
6,6,647,1,0
6,2,561,0,0
6,4,679,1,0
6,6,987,1,0
6,4,987,1,0
6,1,754,1,0
6,1,803,1,0
4,2,852,0,0
4,6,384,1,0
4,2,298,1,0
4,4,416,1,0
4,6,976,0,0
4,4,976,0,0
4,1,743,0,0
4,1,792,0,0
2,6,962,1,0
2,2,876,1,0
2,4,994,1,0
2,6,612,0,0
2,4,612,0,0
2,1,590,0,0
2,1,428,0,0
6,2,567,1,0
6,4,582,0,1
6,6,1086,1,0
6,4,1086,1,0
6,1,853,1,0
6,1,902,1,0
2,4,599,1,0
2,6,1000,1,0
2,4,1000,1,0
2,1,767,1,0
2,1,816,1,0
4,6,1118,1,0
4,4,1118,1,0
4,1,885,1,0
4,1,934,1,0
6,4,550,0,1
6,1,714,0,0
6,1,363,0,0
4,1,714,0,0
4,1,366,0,0
1,1,530,0,0
1,4,590,0,1
1,4,313,0,0
1,2,331,0,0
1,6,597,0,0
4,4,283,0,1
4,2,564,0,1
4,6,550,0,1
4,2,287,0,0
4,6,290,0,1
2,6,571,0,0
6,3,706,1,0
6,2,776,1,0
6,2,588,0,0
6,1,626,1,0
6,5,577,0,0
6,6,749,0,0
6,4,889,1,0
6,5,723,0,0
6,4,584,0,1
6,6,691,0,0
3,2,349,0,1
3,2,746,1,0
3,1,567,0,1
3,5,429,1,0
3,6,907,1,0
3,4,462,0,1
3,5,881,1,0
3,4,429,1,0
3,6,849,1,0
2,2,816,1,0
2,1,637,0,0
2,5,499,1,0
2,6,977,1,0
2,4,348,0,0
2,5,951,1,0
2,4,499,1,0
2,6,919,1,0
2,1,666,1,0
2,5,617,0,0
2,6,387,0,0
2,4,929,1,0
2,5,415,0,0
2,4,624,0,0
2,6,447,0,0
1,5,349,1,0
1,6,827,1,0
1,4,750,0,0
1,5,801,1,0
1,4,349,1,0
1,6,769,1,0
5,6,778,0,0
5,4,612,1,0
5,5,752,0,0
5,4,307,0,1
5,6,720,0,0
6,4,1090,1,0
6,5,576,0,0
6,4,785,0,0
6,6,608,0,0
4,5,1064,1,0
4,4,612,1,0
4,6,1032,1,0
5,4,759,0,0
5,6,582,0,0
4,6,727,0,0
11,11,307,0,0
11,5,412,1,0
11,11,307,0,0
11,5,149,1,0
11,11,307,0,0
11,7,322,0,0
11,5,655,1,0
11,11,307,0,0
11,5,392,1,0
11,11,307,0,0
11,7,565,0,0
5,11,412,1,0
5,5,283,0,1
5,11,412,1,0
5,7,306,1,0
11,5,149,1,0
11,11,307,0,0
11,7,322,0,0
5,11,149,1,0
5,7,43,1,0
11,7,322,0,0
2,4,410,0,0
2,4,334,0,1
2,2,537,0,0
2,2,374,0,0
2,5,554,1,0
2,4,307,0,0
4,4,438,0,0
4,2,369,0,1
4,2,341,0,0
4,5,658,1,0
4,4,405,0,0
4,2,565,0,0
4,2,402,0,0
4,5,523,1,0
4,4,335,0,0
2,2,468,0,0
2,5,785,1,0
2,4,532,0,0
2,5,622,1,0
2,4,369,0,1
5,4,555,1,0
7,4,755,0,0
7,2,863,0,0
7,7,587,0,0
7,10,590,0,0
7,2,1446,0,0
7,4,1219,0,0
7,7,354,0,0
7,3,46,0,0
7,10,601,0,0
7,6,1300,0,0
7,6,977,0,0
7,2,761,0,0
7,10,550,0,1
7,4,1040,0,0
7,4,975,0,0
7,5,652,0,1
7,7,363,0,0
7,6,666,0,0
7,4,664,0,0
7,2,1042,0,0
7,2,476,0,0
7,2,1565,0,0
7,2,856,0,0
4,2,440,0,0
4,7,715,0,0
4,10,708,0,0
4,2,966,0,0
4,4,739,0,0
4,7,704,0,0
4,3,528,0,0
4,10,699,0,0
4,6,820,0,0
4,6,497,0,0
4,2,300,0,0
4,10,752,0,0
4,4,560,0,0
4,4,495,0,0
4,5,649,0,0
4,7,689,0,0
4,6,331,0,0
4,4,396,0,0
4,2,562,0,0
4,2,483,0,0
4,2,1085,0,0
4,2,446,0,0
2,7,823,0,0
2,10,816,0,0
2,2,1131,0,0
2,4,904,0,0
2,7,812,0,0
2,3,636,0,1
2,10,807,0,0
2,6,985,0,0
2,6,662,0,0
2,2,446,0,0
2,10,860,0,0
2,4,725,0,0
2,4,660,0,0
2,5,757,0,0
2,7,797,0,0
2,6,351,0,0
2,4,349,0,0
2,2,727,0,0
2,2,591,0,1
2,2,1250,0,0
2,2,554,0,1
7,10,550,0,1
7,2,1406,0,0
7,4,1179,0,0
7,7,314,0,0
7,3,360,0,0
7,10,561,0,0
7,6,1260,0,0
7,6,937,0,0
7,2,721,0,0
7,10,584,0,0
7,4,1000,0,0
7,4,935,0,0
7,5,612,0,1
7,7,323,0,0
7,6,626,0,0
7,4,624,0,0
7,2,1002,0,0
7,2,436,0,0
7,2,1525,0,0
7,2,816,0,0
10,2,1399,0,0
10,4,1172,0,0
10,7,307,0,0
10,3,363,0,0
10,10,554,0,0
10,6,1253,0,0
10,6,930,0,0
10,2,714,0,0
10,10,587,0,0
10,4,993,0,0
10,4,928,0,0
10,5,605,0,0
10,7,316,0,0
10,6,619,0,0
10,4,617,0,0
10,2,995,0,0
10,2,429,0,0
10,2,1518,0,0
10,2,809,0,0
2,4,529,0,0
2,7,1395,0,0
2,3,1219,0,0
2,10,1390,0,0
2,6,695,0,0
2,6,773,0,0
2,2,991,0,0
2,10,1443,0,0
2,4,711,0,0
2,4,776,0,0
2,5,1340,0,1
2,7,1380,0,0
2,6,1022,0,0
2,4,1087,0,0
2,2,707,0,0
2,2,1174,0,0
2,2,427,0,0
2,2,1137,0,0
4,7,1168,0,0
4,3,992,0,0
4,10,1163,0,0
4,6,468,0,0
4,6,546,0,0
4,2,764,0,0
4,10,1216,0,0
4,4,484,0,0
4,4,549,0,0
4,5,1113,0,0
4,7,1153,0,0
4,6,795,0,0
4,4,860,0,0
4,2,480,0,0
4,2,947,0,0
4,2,648,0,0
4,2,910,0,0
7,3,127,0,0
7,10,550,0,1
7,6,1249,0,0
7,6,926,0,0
7,2,710,0,0
7,10,351,0,0
7,4,989,0,0
7,4,924,0,0
7,5,601,0,1
7,7,312,0,0
7,6,615,0,0
7,4,613,0,0
7,2,991,0,0
7,2,425,0,0
7,2,1514,0,0
7,2,805,0,0
3,10,374,0,0
3,6,1073,0,0
3,6,750,0,0
3,2,534,0,0
3,10,323,0,0
3,4,813,0,0
3,4,748,0,0
3,5,425,0,1
3,7,136,0,0
3,6,439,0,0
3,4,437,0,0
3,2,815,0,0
3,2,249,0,0
3,2,1338,0,0
3,2,629,0,0
10,6,1244,0,0
10,6,921,0,0
10,2,705,0,0
10,10,598,0,0
10,4,984,0,0
10,4,919,0,0
10,5,596,0,0
10,7,307,0,0
10,6,610,0,0
10,4,608,0,0
10,2,986,0,0
10,2,420,0,0
10,2,1509,0,0
10,2,800,0,0
6,6,627,0,0
6,2,845,0,0
6,10,1297,0,0
6,4,565,0,1
6,4,630,0,0
6,5,1194,0,0
6,7,1234,0,0
6,6,876,0,0
6,4,941,0,0
6,2,561,0,0
6,2,1028,0,0
6,2,814,0,0
6,2,991,0,0
6,2,522,0,0
6,10,974,0,0
6,4,367,0,0
6,4,307,0,1
6,5,871,0,0
6,7,911,0,0
6,6,553,0,0
6,4,618,0,0
6,2,369,0,0
6,2,705,0,0
6,2,892,0,0
6,2,668,0,0
2,10,758,0,0
2,4,585,0,0
2,4,520,0,0
2,5,655,0,0
2,7,695,0,0
2,6,337,0,0
2,4,402,0,0
2,2,587,0,0
2,2,489,0,0
2,2,1110,0,0
2,2,452,0,0
10,4,1037,0,0
10,4,972,0,0
10,5,649,0,0
10,7,360,0,0
10,6,663,0,0
10,4,661,0,0
10,2,1039,0,0
10,2,473,0,0
10,2,1562,0,0
10,2,853,0,0
4,4,370,0,0
4,5,934,0,0
4,7,974,0,0
4,6,616,0,0
4,4,681,0,0
4,2,307,0,1
4,2,768,0,0
4,2,830,0,0
4,2,731,0,0
4,5,869,0,0
4,7,909,0,0
4,6,551,0,0
4,4,616,0,0
4,2,372,0,0
4,2,703,0,0
4,2,895,0,0
4,2,666,0,0
5,7,586,0,1
5,6,560,0,0
5,4,558,0,0
5,2,936,0,0
5,2,370,0,0
5,2,1459,0,0
5,2,750,0,0
7,6,600,0,0
7,4,598,0,0
7,2,976,0,0
7,2,410,0,0
7,2,1499,0,0
7,2,790,0,0
6,4,307,0,1
6,2,618,0,0
6,2,394,0,0
6,2,1141,0,0
6,2,357,0,0
4,2,683,0,0
4,2,392,0,0
4,2,1206,0,0
4,2,355,0,0
2,2,770,0,0
2,2,826,0,0
2,2,733,0,0
2,2,1293,0,0
2,2,584,0,0
2,2,1256,0,0
7,3,599,0,0
7,4,342,0,0
3,4,453,0,0
6,1,614,0,0
6,3,709,1,0
6,4,550,0,1
1,3,311,1,1
1,4,607,0,0
3,4,702,1,0
5,4,535,0,0
5,6,338,0,0
5,3,1117,1,0
5,4,338,0,0
5,4,1072,1,0
5,2,1142,1,0
5,2,1128,1,0
5,5,435,0,0
5,5,528,0,0
5,1,1166,1,0
5,6,501,0,0
5,7,835,1,0
5,1,567,0,0
4,6,747,0,0
4,3,889,1,0
4,4,442,0,0
4,4,844,1,0
4,2,914,1,0
4,2,900,1,0
4,5,623,0,0
4,5,307,0,1
4,1,938,1,0
4,6,584,0,1
4,7,607,1,0
4,1,339,0,0
6,3,1329,1,0
6,4,550,0,1
6,4,1284,1,0
6,2,1354,1,0
6,2,1340,1,0
6,5,647,0,0
6,5,740,0,0
6,1,1378,1,0
6,6,713,0,0
6,7,1047,1,0
6,1,779,0,0
3,4,1024,1,0
3,4,592,0,1
3,2,575,0,0
3,2,561,0,1
3,5,1205,1,0
3,5,889,1,0
3,1,599,0,0
3,6,1166,1,0
3,7,832,1,0
3,1,732,1,0
4,4,979,1,0
4,2,1049,1,0
4,2,1035,1,0
4,5,342,0,0
4,5,435,0,0
4,1,1073,1,0
4,6,408,0,0
4,7,742,1,0
4,1,474,0,0
4,2,617,0,0
4,2,603,0,0
4,5,1160,1,0
4,5,844,1,0
4,1,641,0,0
4,6,1121,1,0
4,7,787,1,0
4,1,687,1,0
2,2,321,0,0
2,5,1230,1,0
2,5,914,1,0
2,1,331,0,0
2,6,1191,1,0
2,7,857,1,0
2,1,757,1,0
2,5,1216,1,0
2,5,900,1,0
2,1,345,0,0
2,6,1177,1,0
2,7,843,1,0
2,1,743,1,0
5,5,616,0,0
5,1,1254,1,0
5,6,589,0,0
5,7,923,1,0
5,1,655,0,0
5,1,938,1,0
5,6,577,0,0
5,7,607,1,0
5,1,339,0,0
1,6,1215,1,0
1,7,881,1,0
1,1,781,1,0
6,7,884,1,0
6,1,616,0,0
7,1,450,1,0
1,1,3,0,0
6,6,652,1,0
6,4,550,0,1
6,5,661,1,0
6,6,611,1,0
6,1,951,1,0
6,4,924,1,0
6,6,580,0,0
6,5,582,0,0
6,5,674,0,0
6,4,830,1,0
6,4,664,1,0
6,3,862,1,0
6,2,817,1,0
6,1,1092,1,0
6,6,825,1,0
6,4,408,1,0
6,5,557,0,0
6,6,347,0,0
6,1,847,1,0
6,4,820,1,0
6,6,684,1,0
6,5,320,1,0
6,5,778,1,0
6,4,726,1,0
6,4,560,0,1
6,3,758,1,0
6,2,713,0,0
6,1,988,1,0
6,6,721,1,0
4,5,417,1,0
4,6,367,1,0
4,1,707,1,0
4,4,680,1,0
4,6,582,0,1
4,5,338,0,1
4,5,676,0,0
4,4,586,1,0
4,4,420,1,1
4,3,618,1,0
4,2,573,1,0
4,1,848,1,0
4,6,581,1,0
5,6,356,0,0
5,1,837,1,0
5,4,810,1,0
5,6,693,1,0
5,5,329,1,0
5,5,787,1,0
5,4,716,1,0
5,4,550,0,1
5,3,748,1,0
5,2,703,0,0
5,1,978,1,0
5,6,711,1,0
6,1,646,1,0
6,4,619,1,0
6,6,643,1,0
6,5,279,1,0
6,5,737,1,0
6,4,525,1,0
6,4,359,0,1
6,3,557,1,0
6,2,512,0,0
6,1,787,1,0
6,6,520,1,0
1,4,575,0,0
1,6,983,1,0
1,5,619,1,0
1,5,1077,1,0
1,4,423,1,0
1,4,594,1,0
1,3,639,0,1
1,2,411,1,0
1,1,323,0,0
1,6,675,1,0
4,6,956,1,0
4,5,592,1,0
4,5,1050,1,0
4,4,396,1,0
4,4,567,1,0
4,3,612,0,1
4,2,384,1,0
4,1,716,0,0
4,6,648,1,0
6,5,614,0,0
6,5,617,0,0
6,4,862,1,0
6,4,696,1,0
6,3,894,1,0
6,2,849,1,0
6,1,1124,1,0
6,6,857,1,0
5,5,708,0,0
5,4,498,1,0
5,4,332,1,0
5,3,530,1,0
5,2,485,1,0
5,1,760,1,0
5,6,493,1,0
5,4,956,1,0
5,4,790,1,0
5,3,988,1,0
5,2,943,1,0
5,1,1218,1,0
5,6,951,1,0
4,4,473,1,0
4,3,334,1,0
4,2,290,1,1
4,1,564,1,0
4,6,554,0,1
4,3,505,1,0
4,2,460,0,0
4,1,735,1,0
4,6,468,1,0
3,2,322,1,0
3,1,780,0,0
3,6,586,1,0
2,1,552,1,0
2,6,285,1,0
1,6,816,1,0
5,11,663,1,0
5,4,806,1,0
5,6,808,1,0
5,5,322,0,1
5,5,364,1,0
11,4,692,1,0
11,6,694,1,0
11,5,648,1,0
11,5,577,0,1
4,6,550,0,1
4,5,791,1,0
4,5,720,1,1
6,5,793,1,0
6,5,722,1,0
5,5,349,1,0
3,7,455,1,0
3,4,537,1,0
3,7,525,1,0
3,4,618,0,1
3,5,482,1,0
3,1,331,0,0
3,7,594,1,0
7,4,632,0,0
7,7,620,0,0
7,4,766,1,0
7,5,577,0,1
7,1,278,1,0
7,7,689,0,0
4,7,319,0,1
4,4,848,1,0
4,5,605,0,0
4,1,360,1,0
4,7,605,0,0
7,4,836,1,0
7,5,593,0,0
7,1,348,1,0
7,7,376,0,0
4,5,793,1,0
4,1,642,0,0
4,7,905,1,0
5,1,305,1,0
5,7,662,0,0
1,7,417,1,0
